rank,video_id,title,publishedAt,channelId,channelTitle,categoryId,category,trending_date,tags,view_count,likes,dislikes,comment_count,duration
63,oGpbcOf7O7E,DIY Rapunzel Dress & Hair!,2020-04-08T00:07:04.000Z,UCONTNY-QxA-UVtpR7vWW6Pg,Micarah Tewers,24,Entertainment,20.04.10,"""Rapunzel|rupunzel|rapunzal|repunzel|dress|tangled|diy|braid|hair|wig|sewing|tewers|micarah|makara|disney|princess|funny|bleach|salon|quarentine|rv|creatitive|humor""",658520,64669,258,4191,736
64,EOxj2ROIxok,Megan Thee Stallion - Savage [Lyric Video],2020-04-06T18:44:16.000Z,UCKrdjiuS66yXOdEZ_cOD_TA,Megan Thee Stallion,10,Music,20.04.10,"""Megan Thee Stallion|Houston|Hottie|MTS|stallion|tik tok savage|savage|savage dance|dance tik tok|savage challenge|dance challenge|quarantine dance|savage megan|stallion savage|rap song|megan thee stallion savage suga|savage suga|megan thee stallion savage|savage megan thee stallion|megan thee stallion savage lyric video|savage lyric video|savage tik tok challenge|savage tik tok dance|how to do the savage tik tok|savage tik tok challenge dance""",1970852,68158,1386,2202,156
65,0vNesSHhmqQ,Quarantined With My Twin,2020-04-06T19:58:33.000Z,UCITqR49EAUY8i1vZtXTwe-A,Dolan Twins,23,Comedy,20.04.10,"""Dolan|Twins""",2278226,158005,2223,11542,1094
66,BTnVvmqB9fY,Tales of Runeterra: Freljord | “The Raid”,2020-04-09T17:00:04.000Z,UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,20,Gaming,20.04.10,"""Riot Games|Riot|League of Legends|League|LoL|MOBA|trailer|cinematic|cg|short|animation|animated|movie|riot|riot games|champions|card game|moba|legends of runeterra|legends runeterra|legends|runeterra|runterra|LoR|league of legends|league|braum|noxus|ionia|shadow isles|demacia|piltover|zaun|freljord""",1910320,129164,946,7433,177
67,4Q8blYM3AbM,Watch live: New York Governor Andrew Cuomo gives coronavirus update,2020-04-09T16:27:27.000Z,UC8p1vwvWtl6T73JiExfWs1g,CBS News,25,News & Politics,20.04.10,"""andrew cuomo|live streaming|covid-19|Coronavirus|2019-20 coronavirus pandemic|new york|cbsn|cbs news|live video|live stream""",173430,1092,259,424,2659
68,S3FThcgvCYE,Stimulus Check Update and Frequently Asked Questions,2020-04-06T16:00:21.000Z,UCigUBIf-zt_DA6xyOQtq2WA,ClearValue Tax,27,Education,20.04.10,"""stimulus check|Stimulus Check|Stimulus check|Stimulus Package|stimulus package|Trump|Trump Adminstration|CARES Act|CARES Act Stimulus|CARES Act Unemployment|forgivable loan|EDL loan|PPP|PPP loan|stimulus loan|stimulus bill|stimulus checks|unemployment rate""",2424895,58180,1366,11626,428
69,89kPVHx1qi0,Mo3 - Broken Love (Official Video),2020-04-06T20:00:00.000Z,UC_PQ7gGEKIwJv0YsnxH3dUw,HSM,10,Music,20.04.10,"""Mo3|Dallas|Texas|Rap Music|Badazz|Broken Love|HSM|HSM Music|EMPIRE|Rap|Hip Hop|Dallas Music|Dallas Rap|H$M|H$M Music""",639798,30104,602,1188,168
70,-pNBAxx4IRo,How the US' Hospital Ships Work,2020-04-07T17:04:32.000Z,UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,27,Education,20.04.10,"""hospital|ship|usns mercy|usns comfort|hospitals|us navy|navy|military|response|boat|how it works|how hospital ships work|wendover|productions|half as interesting|hai""",810764,25394,400,1695,647
71,m-4fuUaC98Y,Ships of Fortune - April 22nd: Official Sea of Thieves Content Update,2020-04-07T21:41:16.000Z,UCtt2JqBTG-KoBae4F0Ay2tg,Sea of Thieves,20,Gaming,20.04.10,"""sea of thieves|sea of thieves anniversary|anniversary update|sea of thieves update|pirates|rare ltd|xbox one|video games|xbox exclusive|pirate game|Kraken|pirate adventure game|xbox game pass|PC game pass|Game Pass ultimate|sea of theives|raised level cap|raised rep rank|more rep|PVP faction|The Reaper's Bones|Emissary system|Arena 2.0|Sea of Thieves reviving""",245733,10482,225,1892,132
72,8Sc3onaS0xk,Selena Gomez - She (Lyric Video),2020-04-09T12:00:04.000Z,UCjK8ORC71kwyj1DWFwril_A,SelenaGomezVEVO,10,Music,20.04.10,"""Selena|Gomez|She|(Lyric|Video)|Interscope|Records|Pop""",1151967,143089,1108,5562,173
73,NuMceJ47ajU,One Kiss Got Me The Girl,2020-04-07T19:52:51.000Z,UCsDmESjqNPukDmVnuneLrqw,It's Alex Clark,1,Film & Animation,20.04.10,"""its alex clark|itsalexclark|alex clark|itsalexclark youtube|youtube itsalexclark|itsalexclark channel|animation|animation channel|animated|animated videos|alex clark youtube|youtube alex clark|alex clark channel|alex clark vlogs|clark cartoons|Alex Clark wife|Alex Clark wife 5|Alex Clark wife 4|Alex Clark pam|pam clark|Alex and pam|first kiss story|first kiss story time|panda|bunny kiss""",252702,22284,346,2757,449
74,GVlBR6AXNUM,Sneaking into the New 2020 Faze House...,2020-04-06T21:13:03.000Z,UCDo9msNItILnyF_Y2eHaNQg,RiceGum,24,Entertainment,20.04.10,"""faze clan|faze house|new faze house|faze kay|faze adapt|ricegum|gaming|house|house tour|family|vlog|logan paul|jake paul""",1198680,69949,7059,4975,317
75,sbEj7M3aZIg,How to Help Your Hospital (Fight COVID-19 Locally) - Smarter Every Day 233,2020-04-07T16:01:32.000Z,UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,28,Science & Technology,20.04.10,"""Smarter|Every|Day|Science|Physics|Destin|Sandlin|Education|Math|Smarter Every Day|experiment|nature|demonstration|slow|motion|slow motion|education|math|science|science education|what is science|Physics of|projects|experiments|science projects|Volunteer""",468109,31260,532,2289,975
76,I0rRrXq0Y4Y,"Official PS5 Controller Revealed: DualSense - New Design, Mic, Light Bar, Create Button.",2020-04-07T22:17:02.000Z,UCPUjf6TfExQ-hOn51bklHcw,Mystic,20,Gaming,20.04.10,"""PS5|PS5 Controller|PlayStatin 5 Controller|DualSense|Dualshock 5""",414339,13367,391,4726,775
77,TF4aDG-ZF5g,Q & A CHALLENGE WITH MY BOYFRIEND!,2020-04-06T22:53:34.000Z,UC6jgzx2g3nlbaYkd8EMweKA,Jaclyn Hill,26,Howto & Style,20.04.10,"""jaclynhill1|jaclyn hill|makeup tutorial|smokey eye tutorial|contour face|morning routine|how-to|everyday makeup|cat eye makeup|cat makeup|drugstore makeup""",826030,45150,2245,6275,2188
78,wKcUx7OSlB4,#1 RECEIVER IN THE COUNTRY DOES 1ON1’s VS NFL PLAYERS!! (ANKLE WARNING),2020-04-07T22:57:55.000Z,UC4mLlRa_dezwvytudo9s1sw,Deestroying,24,Entertainment,20.04.10,"""db wr 1 on 1|deestroying|football|nfl|wide receiver|best catches|best football catches|destroying|1 on 1|exposed|highschool football|7 on 7|one handed catch|nfl highlights|odell beckham|football highlights|highlight tape|deestroying highlights|donald de la haye highlights|antonio brown|dockery|xfl|xfl highlights|friday night lights|last chance high|donald de la haye|kicker|football vines|trash talking|in the hood|#1 ranked""",833319,37554,722,3778,884
79,qf5i48TyMig,Bazzi - Renee's Song [Official Music Video],2020-04-07T19:00:10.000Z,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,10,Music,20.04.10,"""bazzi|andrew bazzi|mine|beautiful|cosmic|you're so fucking precious|you so fucking precious when you smile|bazzi music|bazzi mine|bazzi beautiful|bazzi young & alive|bazzi young and alive|bazzi renee's song|renee's song|renees song|bazzi myself|music video|official video|bazzi girlfriend song|pop|pop music|love song|anniversary song|renee's song video|renee's song official video|renee's song music video""",579697,56518,514,1933,131
80,CqMFEz4fXcI,Grocery delivery is a breeze!,2020-03-31T00:35:59.000Z,UC701pqb1-HJPS4RMjSmK4Yg,Walmart,27,Education,20.04.10,"""Grocery delivery|Walmart|groceries""",1368413,6538,1823,1577,59
81,HgLFL_5Bt8Y,[(G)I-DLE - Intro(Black Ver.)+Oh my god] Comeback Stage | M COUNTDOWN 200409 EP.660,2020-04-09T13:58:22.000Z,UCbD8EppRX3ZwJSou-TVo90A,Mnet K-POP,24,Entertainment,20.04.10,"""여자아이들|G_I_DLE|OhMyGod|오마이갓|엠카운트다운|엠카|MCD|MCOUNTDOWN|엠넷|Mnet|케이팝|KPOP""",754635,75840,1322,3501,311
82,om3n2ni8luE,(여자)아이들((G)I-DLE) - 'Oh my god' Official Music Video,2020-04-06T09:00:01.000Z,UCritGVo7pLJLUS8wEu32vow,(G)I-DLE (여자)아이들 (Official YouTube Channel),10,Music,20.04.10,"""kpop|gidle|(여자)아이들|(G)I-DLE|IDLE|여자아이들|아이들|미연|민니|수진|소연|우기|슈화|MIYEON|MINNIE|SOOJIN|SOYEON|YUQI|SHUHUA|큐브|CUBE|ohmygod|오마이갓|OMG|여자아이들오마이갓|오마이갓뮤비|ohmygodmv|뮤직비디오|MV|아이들오마이갓""",44179049,1164828,35214,118792,201
83,Z0gXZS9XcBM,Apex Legends – The Old Ways Event Trailer,2020-04-06T15:00:29.000Z,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends,20,Gaming,20.04.10,"""Apex Legends|Apex|Apex Legends event|Apex Legends new event|Bloodhound|Apex Legends Season 4|Apex Legends Stories From the Outlands|The Old Ways Event|Old Ways Gameplay|Apex Legends Battle Pass|Season 4 Battle Pass|Apex Legends new season|Apex Legends game|Respawn Apex Legends|ps4|Xbox|PC|Origin|Battle Royale game|Battle Royale|Battle Royale shooter|squad play|multiplayer shooter|Respawn Entertainment|Electronic Arts|Titanfall 2|EA|Respawn""",2583558,105385,1537,8835,85
84,boR8GnRxLxA,Swapping Outfits WITH MY SISTER!! | Louie's Life,2020-04-06T22:30:08.000Z,UCZDdF_p-L88NWVpzF0vjvMQ,Louie's Life,24,Entertainment,20.04.10,"""Louies Life|Louie Castro|Louie|Castro|The Baddest Perra|Baddest Perra|louiecasttro|casttro|LouieCastro|Swapping Outfits With My Sister|outfits|swapping|swapping outfits|swapping clothes with my sister|swapping clothes|swapping clothing outfits|clothing|clothes|funny|swapping clothes challenge|challenge|clothes challenge|switching clothes with my sister|RCLBeauty|RCLBeauty swapping clothes|RCLBeauty swapping outfits|yoatzi|castro sisters|siblings|chistoso|latino""",835119,56845,936,2604,875
85,aYtVJ7gYIWw,Black Clover - Opening 11 (HD),2020-04-07T10:35:51.000Z,UCf2L21tpe1P-Y4QjOXkCIvQ,Crunchyroll FR,24,Entertainment,20.04.10,"""black clover|op 11|opening 11|black clover op 11|black clover opening 11|Stories|Snow Man|ブラッククローバー|vostfr|ep 129|episode 129|asta|yuki tabata|yuno|heart|kingdom|elfe|elfe noir|black efle|anime|anime full episode|anime highlights|anime op|anime opening|anime preview|anime trailer|crunchyroll|manga""",438481,17042,347,2315,110
86,BxV14h0kFs0,"This Video Has 6,331,368 Views",2020-04-06T15:00:07.000Z,UCBa659QWEk1AI4Tg--mrJ2A,Tom Scott,27,Education,20.04.10,"""tom scott|tomscott|api|coding|application programming interface|data api""",6331512,439419,4515,43096,639
87,Ny9VnKfNh8E,NYC Mayor Bill De Blasio Holds Coronavirus Briefing | NBC News,2020-04-08T15:45:12.000Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,News & Politics,20.04.10,"""nbc news|nbc|nbc news live|live stream|cuomo|andrew cuomo|governor cuomo|new york governor|governor|coronavirus cuomo|coronavirus|coronavirus update|coronavirus us|coronavirus news|coronavirus latest news|coronavirus symptoms|cdc|center for disease control|symptoms|virus protection|outbreak|coronavirus outbreak|COVID-19|pandemic|coronavirus pandemic|coronavirus prevention|coronavirus explained|covid-19 news|covid-19 updates|covid-19 outbreak|corona""",249820,744,295,165,6098
88,hOA6WrarZEQ,Twin-Turbo Jet Boat Rips the Water! Finnegan's Garage Ep.96,2020-04-06T21:41:05.000Z,UC1IdPylqngGiuHFLJqHbG_g,Finnegan's Garage,2,Autos & Vehicles,20.04.10,"""[none]""",768547,14298,428,1550,1435
89,37IHlU8NpAI,Luke Combs - Does To Me (Official Video) ft. Eric Church,2020-04-06T23:15:14.000Z,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,10,Music,20.04.10,"""eric church|official video|beer never broke my heart|lovin on you|im in love|long neck ice cold|snl|Saturday night live|jj watt|luke combs live|brooks and dunn|new every day|every little bit helps|angels workin overtime|all over again|better together|lyrics|used to you|new music|moon over Mexico|beautiful crazy|she got the best of me|one number away|hurricane|country radio|lukecombsvevo|quarantine|social distancing""",464668,13349,227,749,223
90,Y80ZTbjtz5c,Gaming Life Hacks,2020-04-08T16:12:28.000Z,UCXGgrKt94gR6lmN4aN3mYTg,Austin Evans,28,Science & Technology,20.04.10,"""gaming life hack|life hack|xbox|playstation|switch|nintendo switch|xbox one|ps4|playstation 4|controller|xbox copilot|reset dualshock 4|reset playstation 4|dualshock 4|xbox google home|xbox alexa|amazon|amazon alexa|google home|google|microsoft|sony|nintendo|game console|gaming|the test drivers|test drivers|this is|austin evans""",1070605,37819,3452,3136,703
91,jFMOb8H3xeQ,YoungBoy Never Broke Again - AI Nash (Dir. by @_ColeBennett_),2020-04-04T20:50:01.000Z,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,24,Entertainment,20.04.10,"""NBA Youngboy|Youngboy Never Broke Again|AI Youngboy|Steve Nash|Nash|Racks In The Back|Music Video|New|2020|Lyrical Lemonade|Cole Bennett|Chicago|Kayo|make no sense|lil top|Self control|Uncharted Love|Ten Talk|Red Eye|Bad Bad|Rap|Hip Hop|Skeleton|Skull|Still Flexin Still Steppin|AI Nash|Al Nash""",7347674,328012,12780,21622,200
92,WfkbQqqCvco,"Justin Gaethje on Tony Ferguson Fight at UFC 249, 'I'm Facing My Fears' | TMZ Sports",2020-04-07T13:45:17.000Z,UCE3yf1AcIlXdps2EYbq3lzw,TMZSports,17,Sports,20.04.10,"""TMZ|TMZ Sports|TMZ Sports Channel|Celebrity|Sports|Athletes|TMZ News|Famous|Hall of Fame|Sports News|ufc|ufc 249|ufc fight|ufc Justin Gaethje|justin gaethje|justin gaethje highlights|justin gaethje interview|justin gaethje vs|justin gaethje wrestling|Justin Gaethje interview|tony ferguson|dana white|tmz|tmz sports""",344456,7039,215,2716,184
93,O59DUPAgKPY,Members of the Coronavirus Task Force Hold a Press Briefing at the White House | TIME,2020-04-08T23:44:37.000Z,UC8Su5vZCXWRag13H53zWVwA,TIME,25,News & Politics,20.04.10,"""covid-19|trump|white house|president trump|health|healthcare|public health|social distancing|news|politics|Donald trump|fauci|time|time magazine|today|coronavirus|coronavirus task force|virus|government|CDC|live|science|disease|epidemic|pandemic|U.S.|world|breaking news""",447867,2190,848,360,6245
94,CJCE4s1w1DI,What I Eat In A Day! | StassieBaby,2020-04-07T22:11:15.000Z,UCMHKlaUOwMvgZ339zcjEI2A,Anastasia Karanikolaou,22,People & Blogs,20.04.10,"""stassiebaby|stassiebaby birthday|stassiebaby kelsey|stassiebaby ace family|stassiebaby instagram|stassiebaby and kylie|stassiebaby and kelsey|stassiebaby body|stassiebaby breakup|stassiebaby gym|stassiebaby vacation|stassiebaby vlogsquad|stas and zane|stassie David dobrik|stassiebaby try on|stassiebaby bikini|stas and kylie|kylieskin|stassiebaby surgery|function of beauty|stas and victoria|stassiebaby qna|stassiebaby question and answer""",196394,9421,308,626,199
95,xc0WcXtf9IA,Bad News Just Dropped For All Phase 4 MCU Movies,2020-04-06T15:23:45.000Z,UCP1iRaFlS5EYjJBryFV9JPw,Looper,24,Entertainment,20.04.10,"""looper|looper movies|mcu|mcu phase 4|mcu phase 4 bad|mcu phase 4 news|mcu phase 4 bad news|mcu phase 4 delay|mcu phase 4 delays|mcu phase 4 new release schedule|mcu phase 4 schedule|mcu phase 4 movie delays|mcu phase 4 film delays|all mcu phase 4 delays|all mcu phase 4 movie delays|new release schedule mcu phase 4|new movie release schedule mcu phase 4|black widow new release date""",998449,8543,854,1259,275
96,fElVJ8Zr3ns,New York Governor Andrew Cuomo Delivers Briefing On COVID-19 | TIME,2020-04-08T17:27:27.000Z,UC8Su5vZCXWRag13H53zWVwA,TIME,25,News & Politics,20.04.10,"""Time|time magazine|magazine|time (magazine)|time.com|news today|world news|interview|science|technology|health|politics|entertainment|business|news|breaking news|live|lifestyle|video|Andrew Cuomo|Cuomo|Governor of New York|Governor Cuomo|New York City|COVID-19|coronavirus|briefing|presser|Brooklyn|Manhattan|Queens|Staten Island|Bronx|New York Governor Andrew Cuomo|quarantine|self-isolation|social distance|social distancing|New York""",252244,1237,256,285,2617
97,cIuiQyfKBTg,Tiny Waist & Round Butt Workout | At Home Hourglass Challenge 🍑,2020-04-06T12:19:57.000Z,UCCgLoMYIyP0U56dEhEL1wXQ,Chloe Ting,26,Howto & Style,20.04.10,"""tiny waist|waist|hourglass|hourglass figure|booty|booty workout|butt|butt workout|booty bands workout|resistance bands workout|booty bands exercise|booty exercise|abs and butt workout|waist and butt workout|tiny waist workout|round butt workout|bubble butt workout|butt workout from home|home workout for butt|abs workout|abs|abs and butt|hourglass workout|hourglass exercise|grow butt from home|grow butt no equipment|butt exercise|grow booty from home""",1299095,60631,876,3578,988
98,Za0wYuJYKg0,Everything Wrong With Cloudy With A Chance of Meatballs,2020-04-07T15:45:18.000Z,UCYUQQgogVeQY8cMQamhHJcg,CinemaSins,1,Film & Animation,20.04.10,"""wave jockey job|everything wrong with|cinemasins|cinema sins|eww|cloudy with a chance of meatballs|eww cloudy with a chance of meatballs|everything wrong with cloudy with a chance of meatballs|cinemasins cloudy with a chance of meatball|cloudy|chance of meatballs|movie|movie review|review|bill hader|bill hader cloudy with a chance of meatballs|animation|animated movies|sony|sony animated movies|andy samberg|ana faris|cloudy with achance of meatballs""",855961,35577,887,3490,790
99,vAgiHreswj0,How We Know The Earth Is Ancient,2020-04-07T18:02:20.000Z,UC7_gcs09iThXybpVgjHZ_7g,PBS Space Time,27,Education,20.04.10,"""Space|Outer Space|Physics|Astrophysics|Quantum Mechanics|Space Physics|PBS|Space Time|Time|PBS Space Time|Matt O’Dowd|Astrobiology|Einstein|Einsteinian Physics|General Relativity|Special Relativity|Dark Energy|Dark Matter|Black Holes|The Universe|Math|Science Fiction|Calculus|Maths|Holographic Universe|Holographic Principle|Rare Earth|Anthropic Principle|Weak Anthropic Principle|Strong Anthropic Principle""",345017,14141,297,2538,1045
100,6D_GIMRBqBM,The Worst Relationship Memes On Instagram,2020-04-06T20:09:14.000Z,UCoLUji8TYrgDy74_iiazvYA,Jarvis Johnson,23,Comedy,20.04.10,"""jarvis|jarvis johnson|comedy""",305894,26978,298,2569,891
101,lw8YMmZf9g0,Blake Shelton - Nobody But You (Duet w/ Gwen Stefani) - ACM Presents: Our Country #StayHome #WithMe,2020-04-06T16:06:26.000Z,UC9nxc-xiH1AnL9RGstfgurg,Blake Shelton,10,Music,20.04.10,"""Blake Shelton|Blake|Country Music|Official Music Video|Warner Nashville|Team Blake|ACM Presents Our Country|Gwen Stefani|nobody but you acms|nobody but you acm performance|nobody but you acm presents: our country|blake and gwen|blake shelton nobody but you|gwen stefani nobody but you""",488278,15224,414,1055,152
102,DDVtgjsL8cE,Irish People Try American Chicken Sandwiches For The First Time... in AMERICA!,2020-04-06T20:00:02.000Z,UCabq3No3wXbs6Ut-Pux6SzA,The TRY Channel,24,Entertainment,20.04.10,"""try channel|irish people try|facts channel|facts.|irish people|irish|people|try|people try|american|chicken|sandwich|chicken sandwiches|american chicken sandwich|in america|irish people in america|popeyes|popeyes chicken sandwich|kfc|kfc chicken sandwich|taste test|chicken sandwich taste test|for the first time|FTFT|irish people taste test|irish people try american food""",393253,14345,866,4246,757
103,i58MNnk6BhY,The Weeknd - Until I Bleed Out (Official Video),2020-04-07T16:00:31.000Z,UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,10,Music,20.04.10,"""The|Weeknd|Until|Bleed|Out|Republic|Records""",2779573,189625,3178,9640,191
104,80go3RkaGa0,WATCH: Trump's coronavirus task force gives update at White House - 4/7 (FULL LIVE STREAM),2020-04-07T23:58:08.000Z,UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,25,News & Politics,20.04.10,"""coronavirus task force|coronavirus live|covid 19|coronavirus press conference|trump coronavirus|coronavirus update|coronavirus news|virus|corona virus|wuhan|corona|covid-19|coronavirus|breaking news video|video updates|live video|live updates|breaking news|press conference|live speeches|real time coverage""",966430,3914,2240,1959,6748
105,LGvtUF9-hSI,"GIANT Twix Made Of Cake! | Shortbread, Caramel, Chocolate Layers | How To Cake It",2020-04-07T12:00:20.000Z,UCvM1hVcRJmVWDtATYarC0KA,How To Cake It,26,Howto & Style,20.04.10,"""Yolanda Gampp|Yolanda Gamp|How To Cake It|Cakes|Cake|Sugar Stars|How To Cake It By Yolanda|Buttercream|Vanilla Cake|Chocolate|Vanilla|Recipe|Chocolate Cake Recipe|Simple Syrup|twix|twix cake|giant twix|giant twix cake|chocolate|candy|snickers|asmr|chocolate bar|caramel|twix bar|how to|chocolate bar recipe|cake decorating|cake recipe|buttercream cake decorating|chocolate asmr|giant twix bar|cake art|novelty cake|giant cakes|howtocakeit""",382550,15668,193,1583,849
106,JAKHZerZ2jM,Honest Trailers | Birds of Prey,2020-04-07T17:00:07.000Z,UCOpcACMWblDls9Z6GERVi1A,Screen Junkies,1,Film & Animation,20.04.10,"""fandom|screenjunkies|screen junkies|honest trailers|honest trailer|birds of prey|harley quinn|birds of prey review|birds of prey reaction|birds of prey trailer|honest trailers birds of prey""",1206554,44160,1315,3868,313
107,m8xx6BOvqlY,You Drink you Lose! | Spicy Wing Challenge!!,2020-04-07T20:16:00.000Z,UCaRH3rDr3K3CEfhVqu5mgUQ,Team Edge,23,Comedy,20.04.10,"""team edge|team edge challenge|teamedge|challenges|competition|giant games|battle|spicy|hot wings|flaming hot|trivia|mystery food|trivia challenge|hot ones|hot sauce""",665642,26650,435,2061,710
108,zZbDg24dfN0,Tesla Ventilator,2020-04-05T23:18:55.000Z,UC5WjFrtBdufl6CZojX3D8dQ,Tesla,2,Autos & Vehicles,20.04.10,"""tesla|model s|model x|model 3|powerwall|electric car|elon musk|ludicrous|battery""",3250377,135000,1986,10738,232
109,aWbQ5WcB0m4,Announcement Trailer - Cyber Up Your PC! Cyberpunk 2077 Case Modding Contest,2020-04-07T14:45:17.000Z,UC4zyoIAzmdsgpDZQfO1-lSA,Cyberpunk 2077,20,Gaming,20.04.10,"""Cyberpunk|Cyberpunk 2077|CP|CP77|CP2077|2077|trailer|official|E3 Cyberpunk|E3 Cyberpunk 2077|video game|game|RPG|Night City|FPP|cd projekt|cd projekt red|CDPR|cd project|cd project red|PC|cyberup""",255695,10432,555,1161,38
110,v8P_go_vj00,"Anderson .Paak, Justin Timberlake - Don't Slack (from Trolls World Tour) (Official Video)",2020-04-06T15:00:11.000Z,UCsXfDf1CDgU3SCt0gxJNXGg,justintimberlakeVEVO,10,Music,20.04.10,"""anderson paak|justin timberlake|don’t slack|don’t slack trolls|don’t slack video|don’t slack official video|anna kendrick|anna kendrick dance|anna kendrick don’t slack|trolls world tour|don’t slack trolls world tour|don’t slack lyrics|trolls video|justin timberlake trolls|trolls soundtrack|trolls world tour movie|trolls movie|don’t slack song|trolls don’t|mirrors|mirrors justin timberlake|justin timberlake sexyback|paak""",531408,17284,790,835,196
111,Nob8HpxACDI,Who's DUMB ENOUGH to SPEND $500 on a DYSON FLAT IRON?,2020-04-06T17:00:07.000Z,UC4qk9TtGhBKCkoWz5qGJcGg,Tati,26,Howto & Style,20.04.10,"""YouTube|Beauty|Makeup|Tutorial|Review|blogger|Tati|Westbrook|GlamLifeGuru|how to|makeup tutorial|Beauty expert|drugstore|luxury|favorites|Best|cosmetics|Tati Westbrook|Tati Beauty|Halo Beauty|Makeup Review|New Makeup|Weird Makeup""",1084060,37093,2070,3925,937
112,qWvd2_pha34,REVEALING MY NEW HAIR....... omfg,2020-04-05T23:36:28.000Z,UCf5Z8I0Yy0_-a-xAu2_0Yiw,Sarah Baska,24,Entertainment,20.04.10,"""sarah baska|hair|bleaching hair|bleaching|brad mondo|dying hair|hair dye|bleach|new hair|corona|quarantine|funny|comedy""",953950,57651,1480,9647,1509
113,zobFuAcisKE,"PS5 Controller (DualSense) Revealed, And... Woah",2020-04-07T23:21:23.000Z,UCT6iAerLNE-0J1S_E97UAuQ,YongYea,20,Gaming,20.04.10,"""playstation 5|ps5|playstation 5 controller|dualsense|ps5 controller""",390021,18379,725,6567,632
114,THxmiog5PjU,"Drake - Toosie Slide Dance Choreography ft Kenneth, Ranz & Niana, AC, Nicole, Gabe Tati & more",2020-04-06T20:04:04.000Z,UCczFdwWpVEpoqb-eMm4c4dQ,Matt Steffanina,24,Entertainment,20.04.10,"""toosie slide|dance|choreography|matt steffanina|ranz|niana|nicole laeno|kenneth san jose|ac bonifacio|tutorial|how to dance""",456565,18209,256,821,646
115,jJSfz7POzM8,Fauci says coronavirus deaths will keep rising even as new U.S. cases stabilize,2020-04-05T17:43:24.000Z,UC2x_qNZXKDxNP1j4jvHATRQ,Face the Nation,25,News & Politics,20.04.10,"""video|cbs|news|doctor|anthony fauci|national institute|allergy|infectios diseases|US|struggle|control|coronavirus""",1061941,6866,1791,5000,520
116,85zMGIy9R7k,Miranda Lambert - Bluebird (From ACM Presents: Our Country),2020-04-06T07:00:02.000Z,UCJQplYDHQjYbmADXC-_y27Q,mirandalambertVEVO,10,Music,20.04.10,"""acm our country|acm 2020|acm country|performance|official video|wildcard|way too pretty for prison|white trash|holy water|how dare you love|fire escape|tequila does|track record|wildcard up my sleeve|tiktok|tik tok|mess with my head|locomotive|dogs|maren morris|Something bad|mamas broken heart|kerosene|white liar|little red wagon|we should be friends|dead flowers|pink sunglasses|pushing time|pistol annies|at home""",418859,13296,204,996,160
117,wa4m5MBQUls,Coronavirus: Boris Johnson moved to intensive care as symptoms 'worsen' - BBC Newsnight,2020-04-06T23:54:19.000Z,UC6o-wWU-v2ClFMwougmK7dA,BBC Newsnight,25,News & Politics,20.04.10,"""covid19|Coronavirus|covid-19 v the flu|coronavirus symptoms|the coronavirus|bbc news night coronavirus|coronavirus|bbc|coronavirus uk|coronavirus Britain|bbc newsnight|uk lockdown|Boris Johnson|coronavirus conspiracy|coronavirus latest news|bbc news|coronavirus outbreak|covid-19|coronavirus news|boris johnson intensive care|prime minister intensive care|Boris intensive care|intensive care unit|icu|prime minister|boris johnson coronavirus|pandemic|maitlis""",463753,2341,321,3557,933
118,2klmuggOElE,The Queen's Coronavirus broadcast: 'We will meet again' - BBC,2020-04-05T19:09:26.000Z,UCCj956IF62FbT7Gouszaj9w,BBC,25,News & Politics,20.04.10,"""BBC iPlayer|United Kingdom|British TV|British TV Shows|Watch UK TV Online|Watch British TV Online|Watch British TV Shows Online|royal family|2019 queens speech|queens speech 2020|british queen speech|queen speech 2020|coronavirus speech|queens message""",2536466,57385,4263,11198,270
119,fBymZ4X_Gps,How To Make McDonald's Chicken McNuggets,2020-04-06T18:30:07.000Z,UCR4s1DE9J4DHzZYXMltSMAg,HowToBasic,26,Howto & Style,20.04.10,"""how to make mcdonald's chicken nuggets|how to make mcdonald's chicken mcnuggets|how to make chicken nuggets|mcdonald's nuggets recipe|how mcdonald's nuggets are made|how chicken nuggets are made|McDonald's|secret recipe|mcdonalds recipe|secret mcdonald's recipe|fast food recipe|chicken mcnuggets|mcdonald's chicken mcnuggets recipe|recipe""",1850683,118438,10872,13295,190
120,GegN_AXWWqc,Dixiedo fox runs away with my phone. Tries to bury it,2020-04-05T21:35:40.000Z,UCb3KY97ICfIkDJY_p6d7yig,SaveAFox,15,Pets & Animals,20.04.10,"""[none]""",1988626,95379,605,7062,83
